Song,Lyrics,topic_label,topic_explanation
المعنويات مرتفعة,"['المعنويات', 'مرتفعه', 'عيشه', 'زمان', 'هيش', 'نافعه', 'المعنويات', 'مرتفعه', 'عيشه', 'زمان', 'هيش', 'نافعه', 'عيشه', 'زمان', 'زمان', 'عيشه', 'زمان', 'زمان', 'عيشه', 'زمان', 'هيش', 'نافعه', 'مافيش', 'خلاص', 'حاجه', 'مافيش', 'مافيش', 'خلاص', 'حاجه', 'مافيش', 'يعرفوش', 'قلبتي', 'انا', 'وع', 'ندي', 'انا', 'فقت', 'انا', 'انا', 'فقت', 'انا', 'انا', 'فقت', 'وهرد', 'الصفعه', 'المعنويات', 'مرتفعه', 'عيشه', 'زمان', 'هيش', 'نافعه', 'المعنويات', 'مرتفعه', 'عيشه', 'زمان', 'هيش', 'نافعه', 'كلامي', 'ويا', 'يكلمني', 'وسعادتي', 'ويا', 'يطمني', 'انا', 'صابر', 'وملصمني', 'ناقصني', 'زقه', 'ودفعه', 'البال', 'خلاص', 'لايق', 'ومكبر', 'يضايقني', 'بسيبه', 'اعبر', 'انا', 'ومزاجي', 'اكبر', 'حظي', 'هاخد', 'دفعه', 'مافيش', 'خلاص', 'حاجه', 'مافيش', 'مافيش', 'خلاص', 'حاجه', 'مافيش', 'يعرفوش', 'قلبتي', 'انا', 'وع', 'ندي', 'انا', 'فقت', 'انا', 'انا', 'فقت', 'انا', 'انا', 'فقت', 'وهرد', 'الصفعه', 'المعنويات', 'مرتفعه', 'عيشه', 'زمان', 'هيش', 'نافعه', 'المعنويات', 'مرتفعه', 'عيشه', 'زمان', 'هيش', 'نافعه', 'عيشه', 'زمان', 'زمان', 'عيشه', 'زمان', 'زمان', 'عيشه', 'زمان', 'هيش', 'نافعه']",Personal Growth,"**Personal Growth/Self-Empowerment:** The lyrics emphasize high spirits, living in the moment, overcoming challenges, and a newfound sense of self-awareness and strength. The singer is focused on their own well-being and resilience."
يا قمر,"['قمر', 'اتنين', 'هيكونوا', 'اتنين', 'قمرات', 'قمر', 'تلاته', 'هيبقوا', 'الاهرامات', 'قمر', 'اتنين', 'هيكونوا', 'اتنين', 'قمرات', 'قمر', 'تلاته', 'هيبقوا', 'الاهرامات', 'اربعه', 'انا', 'احب', 'اربع', 'مرات', 'ويا', 'نجمه', 'خمسه', 'هديكوا', 'نجمات', 'ويا', 'ستي', 'سته', 'انا', 'اموت', 'انا', 'الستات', 'انتي', 'مافيش', 'واحده', 'ومالكيش', 'اخوات', 'قمر', 'اتنين', 'هيكونوا', 'اتنين', 'قمرات', 'قمر', 'تلاته', 'هيبقوا', 'الاهرامات', 'قمر', 'اتنين', 'هيكونوا', 'اتنين', 'قمرات', 'قمر', 'تلاته', 'هيبقوا', 'الاهرامات', 'اربعه', 'انا', 'احب', 'اربع', 'مرات', 'ويا', 'نجمه', 'خمسه', 'هديكوا', 'نجمات', 'ويا', 'ستي', 'سته', 'انا', 'اموت', 'انا', 'الستات', 'سبعه', 'هيبقوا', 'عجايب', 'الدنيا', 'شكل', 'بنات', 'انتي', 'مافيش', 'واحده', 'ومالكيش', 'اخوات', 'قمر', 'اتنين', 'هيكونوا', 'اتنين', 'قمرات', 'قمر', 'تلاته', 'هيبقوا', 'الاهرامات', 'قمر', 'اتنين', 'هيكونوا', 'اتنين', 'قمرات', 'قمر', 'تلاته', 'هيبقوا', 'الاهرامات', 'اربعه', 'انا', 'احب', 'اربع', 'مرات', 'ويا', 'نجمه', 'خمسه', 'هديكوا', 'نجمات', 'ويا', 'ستي', 'سته', 'انا', 'اموت', 'انا', 'الستات', 'انتي', 'مافيش', 'واحده', 'ومالكيش', 'اخوات', 'تمانيه', 'انا', 'هبقي', 'بتمن', 'قلوب', 'تسعه', 'انا', 'هسعي', 'وعارف', 'المره', 'التاسعه', 'هدوب', 'عشره', 'ابصم', 'بالعشره', 'ان', 'مافيش', 'العشره', 'عيوب', 'عشره', 'ابصم', 'بالعشره', 'ان', 'مافيش', 'العشره', 'عيوب', 'ممنوع', 'تتقارني', 'الممنوع', 'مرغوب', 'انتي', 'مافيش', 'واحده', 'والباقي', 'محسوب', 'قمر', 'اتنين', 'هيكونوا', 'اتنين', 'قمرات', 'قمر', 'تلاته', 'هيبقوا', 'الاهرامات', 'حداشر', 'شغلوا', 'الميه', 'واتناشر', 'دسته', 'بكذا', 'طعم', 'لون', 'اكتر', 'هبقي', 'اسعد', 'الكون', 'اكتر', 'هبقي', 'اسعد', 'الكون', 'نص', 'الكون', 'انتي', 'النص', 'التاني', 'انا', 'اكون', 'انتي', 'مافيش', 'واحده', 'والباقي', 'مضمون', 'انتي', 'نسخه', 'واحده', 'اي', 'واحده', 'حبيبتي', 'انتي', 'فرصه', 'بتجي', 'العمر', 'مره', 'واحده', 'انتي', 'نسخه', 'واحده', 'اي', 'واحده', 'حبيبتي', 'انتي', 'فرصه', 'بتجي', 'العمر', 'مره', 'واحده']",Romantic Relationships,"**New in love / Romantic relationships:**

The lyrics express intense admiration and adoration for a woman, emphasizing her uniqueness and comparing her to celestial bodies and wonders of the world. The repeated counting and exaggerated praise (""I would love four times,"" ""I die for women"") point to a theme of being head-over-heels in love and deeply infatuated."
حبيبي,"['حبيبي', 'مالك', 'قلبي', 'بالهوي', 'مالك', 'قلبي', 'بالهوي', 'خدني', 'معاك', 'خدني', 'خدني', 'للهوي', 'خدني', 'معاك', 'خدني', 'خدني', 'للهوي', 'للهوي', 'حبيبي', 'مالك', 'قلبي', 'بالهوي', 'مالك', 'قلبي', 'بالهوي', 'خدني', 'معاك', 'خدني', 'خدني', 'للهوي', 'خدني', 'معاك', 'خدني', 'خدني', 'للهوي', 'للهوي', 'حبيبي', 'حبيبي', 'انت', 'داري', 'بانشغالي', 'حبك', 'خيالي', 'انت', 'داري', 'بانشغالي', 'حبك', 'خيالي', 'حبيبي', 'مالك', 'قلبي', 'بالهوي', 'مالك', 'قلبي', 'بالهوي', 'خدني', 'معاك', 'خدني', 'خدني', 'للهوي', 'للهوي', 'صدقت', 'عيوني', 'حسيت', 'بحناني', 'عينيك', 'عشقوني', 'كنتش', 'تنساني', 'صدقت', 'عيوني', 'حسيت', 'بحناني', 'عينيك', 'عشقوني', 'كنتش', 'تنساني', 'كمان', 'تقوللي', 'كمان', 'واغنيلك', 'مكان', 'كمان', 'تقوللي', 'كمان', 'واغنيلك', 'مكان', 'حبيبي', 'مالك', 'قلبي', 'بالهوي', 'مالك', 'قلبي', 'بالهوي', 'خدني', 'معاك', 'خدني', 'خدني', 'للهوي', 'للهوي', 'حسيت', 'بحنيني', 'وعذابي', 'اشواقي', 'اكيد', 'هتجيني', 'كرهت', 'فراقي', 'حسيت', 'بحنيني', 'وعذابي', 'اشواقي', 'اكيد', 'هتجيني', 'كرهت', 'فراقي', 'كمان', 'تقوللي', 'كمان', 'واغنيلك', 'مكان', 'كمان', 'تقوللي', 'كمان', 'واغنيلك', 'مكانحبيبي', 'مالك', 'قلبي', 'بالهوي', 'مالك', 'قلبي', 'بالهوي', 'خدني', 'معاك', 'خدني', 'خدني', 'للهوي', 'خدني', 'معاك', 'خدني', 'خدني', 'للهوي', 'للهوي', 'حبيبي', 'حبيبي', 'انت', 'داري', 'بانشغالي', 'حبك', 'خيالي', 'انت', 'داري', 'بانشغالي', 'حبك', 'خيالي', 'حبيبي', 'مالك', 'قلبي', 'بالهوي', 'مالك', 'قلبي', 'بالهوي', 'خدني', 'معاك', 'خدني', 'خدني', 'للهوي', 'للهويحبيبي', 'مالك', 'قلبي', 'بالهوي', 'مالك', 'قلبي', 'بالهوي', 'خدني', 'معاك', 'خدني', 'خدني', 'للهوي', 'خدني', 'معاك', 'خدني', 'خدني', 'للهوي', 'للهوي', 'حبيبي', 'حبيبي', 'انت', 'داري', 'بانشغالي', 'حبك', 'خيالي', 'انت', 'داري', 'بانشغالي', 'حبك', 'خيالي', 'حبيبي', 'مالك', 'قلبي', 'بالهوي', 'مالك', 'قلبي', 'بالهوي', 'خدني', 'معاك', 'خدني', 'خدني', 'للهوي', 'للهويحبيبي', 'مالك', 'قلبي', 'بالهوي', 'مالك', 'قلبي', 'بالهوي', 'خدني', 'معاك', 'خدني', 'خدني', 'للهوي', 'خدني', 'معاك', 'خدني', 'خدني', 'للهوي', 'للهوي', 'حبيبي', 'حبيبي', 'انت', 'داري', 'بانشغالي', 'حبك', 'خيالي', 'انت', 'داري', 'بانشغالي', 'حبك', 'خيالي', 'حبيبي', 'مالك', 'قلبي', 'بالهوي', 'مالك', 'قلبي', 'بالهوي', 'خدني', 'معاك', 'خدني', 'خدني', 'للهوي', 'للهوي']",New in love,"**New in love:** The lyrics express deep affection and a desire to be with the beloved, as the singer states ""Habibi malik qalbi bil hawa"" (My love, you own my heart with passion) and pleads ""khudni ma'ak"" (take me with you). The lyrics also talk about the imagination and passion that exist between them."
ورماني الشوق,"['خليتني', 'نسيت', 'العالم', 'وانت', 'لوحدك', 'حبيتك', 'خليتني', 'نسيت', 'العالم', 'وانت', 'لوحدك', 'حبيتك', 'جاين', 'بيقولوا', 'افتكرك', 'انا', 'امتي', 'نسيتك', 'ورماني', 'الشوق', 'حبيبي', 'هوايا', 'ناديتك', 'ورماني', 'الشوق', 'حبيبي', 'هوايا', 'ناديتك', 'جاين', 'بيقولوا', 'افتكرك', 'انا', 'امتي', 'نسيتك', 'جاين', 'بيقولوا', 'افتكرك', 'انا', 'امتي', 'نسيتك', 'ورماني', 'الشوق', 'حبيبي', 'هوايا', 'ناديتك', 'ورماني', 'الشوق', 'حبيبي', 'هوايا', 'ناديتك', 'جاين', 'بيقولوا', 'افتكرك', 'انا', 'امتي', 'نسيتك', 'جاين', 'بيقولوا', 'افتكرك', 'انا', 'امتي', 'نسيتك', 'انا', 'همس', 'شفايفك', 'بعادك', 'عايش', 'وازاي', 'القلب', 'هينسي', 'وانت', 'مليت', 'لياليه', 'انا', 'همس', 'شفايفك', 'بعادك', 'عايش', 'وازاي', 'القلب', 'هينسي', 'وانت', 'مليت', 'لياليه', 'خليتني', 'نسيت', 'العالم', 'وانت', 'لوحدك', 'حبيتك', 'خليتني', 'نسيت', 'العالم', 'وانت', 'لوحدك', 'حبيتك', 'جاين', 'بيقولوا', 'افتكرك', 'انا', 'امتي', 'نسيتك', 'ورماني', 'الشوق', 'حبيبي', 'هوايا', 'ناديتك', 'ورماني', 'الشوق', 'حبيبي', 'هوايا', 'ناديتك', 'جاين', 'بيقولوا', 'افتكرك', 'انا', 'امتي', 'نسيتك', 'جاين', 'بيقولوا', 'افتكرك', 'انا', 'امتي', 'نسيتك', 'علي', 'طول', 'ولاخر', 'عمري', 'انا', 'هفضل', 'عايش', 'ليك', 'نجمه', 'تنور', 'سهري', 'اجمل', 'ضي', 'عينيك', 'علي', 'طول', 'ولاخر', 'عمري', 'انا', 'هفضل', 'عايش', 'ليك', 'نجمه', 'تنور', 'سهري', 'اجمل', 'ضي', 'عينيك', 'خليتني', 'نسيت', 'العالم', 'وانت', 'لوحدك', 'حبيتك', 'خليتني', 'نسيت', 'العالم', 'وانت', 'لوحدك', 'حبيتك', 'جاين', 'بيقولوا', 'افتكرك', 'انا', 'امتي', 'نسيتك', 'ورماني', 'الشوق', 'حبيبي', 'هوايا', 'ناديتك', 'ورماني', 'الشوق', 'حبيبي', 'هوايا', 'ناديتك', 'جاين', 'بيقولوا', 'افتكرك', 'انا', 'امتي', 'نسيتك', 'جاين', 'بيقولوا', 'افتكرك', 'انا', 'امتي', 'نسيتك', 'خليتني', 'نسيت', 'العالم', 'وانت', 'لوحدك', 'حبيتك', 'خليتني', 'نسيت', 'العالم', 'وانت', 'لوحدك', 'حبيتك', 'خليتني', 'نسيت', 'العالم', 'وانت', 'لوحدك', 'حبيتك', 'خليتني', 'نسيت', 'العالم', 'وانت', 'لوحدك', 'حبيتك', 'خليتني', 'نسيت', 'العالم', 'وانت', 'لوحدك', 'حبيت']",New in love,"**New in love:** The lyrics express deep affection and devotion (""I forgot the world, I loved only you""), longing (""The شوق threw me""), and calling out to the beloved (""ناديتك حبيبي هوايا""). The speaker is completely consumed by this love."
إيه بس اللي رماك,"['يه', 'ايه', 'ايه', 'ايه', 'ايه', 'رماك', 'تعشق', 'قلبي', 'ايه', 'ايه', 'ايه', 'ايه', 'اعمل', 'ايه', 'وياك', 'بتقدرش', 'تخبي', 'ايه', 'ايه', 'ايه', 'ايه', 'ايه', 'رماك', 'تعشق', 'قلبي', 'ايه', 'ايه', 'ايه', 'ايه', 'اعمل', 'ايه', 'وياك', 'بتقدرش', 'تخبي', 'ايه', 'ايه', 'ايه', 'ايه', 'قولنا', 'خلاص', 'الاشواق', 'ارتاحنا', 'جانا', 'وسط', 'الناس', 'رمش', 'عنيها', 'جرحنا', 'قولنا', 'خلاص', 'الاشواق', 'ارتاحنا', 'جانا', 'وسط', 'الناس', 'رمش', 'عنيها', 'جرحنا', 'فجاه', 'لقيتك', 'عاشق', 'عاشق', 'طب', 'وانا', 'ايه', 'ذنبي', 'ايه', 'ايه', 'ايه', 'ايه', 'ايه', 'رماك', 'تعشق', 'قلبي', 'ايه', 'ايه', 'ايه', 'ايه', 'اعمل', 'ايه', 'وياك', 'بتقدرش', 'تخبي', 'ايه', 'ايه', 'ايه', 'ايه', 'ايه', 'ايه', 'ايه', 'ايه', 'ايه', 'رماك', 'تعشق', 'قلبي', 'ايه', 'ايه', 'ايه', 'ايه', 'اعمل', 'ايه', 'وياك', 'بتقدرش', 'تخبي', 'ايه', 'ايه', 'ايه', 'ايه', 'ياما', 'ايام', 'وسنين', 'عدت', 'حبينا', 'نصبح', 'عاشقين', 'وتسهر', 'ليالينا', 'ياما', 'ايام', 'وسنين', 'عدت', 'حبينا', 'نصبح', 'عاشقين', 'وتسهر', 'ليالينا', 'ترجع', 'اللهفه', 'والاشواق', 'تلعب', 'ايه', 'ايه', 'ايه', 'ايه', 'ايه', 'رماك', 'تعشق', 'قلبي', 'ايه', 'ايه', 'ايه', 'ايه', 'اعمل', 'ايه', 'وياك', 'بتقدرش', 'تخبي', 'ايه', 'ايه', 'ايه', 'ايه', 'ايه', 'رماك', 'تعشق', 'قلبي', 'ايه', 'ايه', 'ايه', 'ايه', 'اعمل', 'ايه', 'وياك', 'بتقدرش', 'تخبي', 'ايه', 'ايه', 'ايه', 'ايه']",New in love,"**New in Love:** The lyrics describe someone unexpectedly falling in love and struggling to hide their feelings. The singer questions what to do (""اعمل ايه وياك"") about this newfound affection."
إلا معاك,"['حسيت', 'بهواك', 'هيقدر', 'ينساك', 'صدقت', 'عيونك', 'اعيش', 'الا', 'معاك', 'حسيت', 'بهواك', 'هيقدر', 'ينساك', 'صدقت', 'عيونك', 'اعيش', 'الا', 'معاك', 'اول', 'احساس', 'حبيبي', 'حبيتك', 'وعرفت', 'نصيبي', 'اول', 'احساس', 'حبيبي', 'حبيتك', 'وعرفت', 'نصيبي', 'وعشقت', 'الحب', 'نداني', 'وعشقت', 'الشوق', 'نداك', 'حسيت', 'بهواك', 'هيقدر', 'ينساك', 'حسيت', 'بهواك', 'هيقدر', 'ينساك', 'صدقت', 'عيونك', 'اعيش', 'الا', 'معاك', 'بحلم', 'وانت', 'مسافر', 'دايما', 'جوايا', 'بحلم', 'وانت', 'مسافر', 'دايما', 'جوايا', 'هقدر', 'ابعد', 'انا', 'هبعد', 'حسيت', 'بهواك', 'هيقدر', 'ينساك', 'صدقت', 'عيونك', 'اعيش', 'الا', 'معاك', 'حسيت', 'بهواك', 'هيقدر', 'ينساك', 'حسيت', 'بهواك', 'هيقدر', 'ينساك', 'صدقت', 'عيونك', 'اعيش', 'الا', 'معاك']",New in love,"New in love: The lyrics express feelings of being newly in love, emphasizing the first sensations of love and a belief in the connection with the beloved."
ناوي تعاتب,"['ناوي', 'تعاتب', 'عاتب', 'اي', 'خصام', 'ناوي', 'تعاتب', 'عاتب', 'اي', 'خصام', 'كلمه', 'انا', 'كلام', 'اذا', 'كلمه', 'انا', 'عندي', 'كلام', 'ناوي', 'تعاتب', 'عاتب', 'اي', 'خصام', 'ناوي', 'تعاتب', 'عاتب', 'اي', 'خصام', 'كلمه', 'انا', 'كلام', 'اذا', 'كلمه', 'انا', 'عندي', 'كلام', 'ايه', 'الهوا', 'ريحني', 'انا', 'سهران', 'لياليك', 'وانت', 'بتجرحني', 'ايه', 'الهوا', 'ريحني', 'انا', 'سهران', 'لياليك', 'وانت', 'بتجرحني', 'حتي', 'عز', 'خصامنا', 'بهديك', 'احلي', 'سلام', 'كلمه', 'انا', 'كلام', 'اذا', 'كلمه', 'انا', 'عندي', 'كلام', 'ناوي', 'تعاتب', 'عاتب', 'اي', 'خصام', 'ناوي', 'تعاتب', 'عاتب', 'اي', 'خصام', 'كلمه', 'انا', 'كلام', 'اذا', 'كلمه', 'انا', 'عندي', 'كلام', 'انا', 'بديلك', 'عمري', 'خدت', 'حبك', 'ايه', 'جايز', 'يخلص', 'صبري', 'ترجع', 'تبكي', 'وانا', 'بديلك', 'عمري', 'خدت', 'حبك', 'ايه', 'جايز', 'يخلص', 'صبري', 'ترجع', 'تبكي', 'وانا', 'بديلك', 'عمري', 'خدت', 'حبك', 'ايه', 'جايز', 'يخلص', 'صبري', 'ترجع', 'تبكي', 'هيكون', 'جوا', 'عيونه', 'تنام', 'كلمه', 'انا', 'كلام', 'اذا', 'كلمه', 'انا', 'كلام', 'ناوي', 'تعاتب', 'عاتب', 'اي', 'خصام', 'ناوي', 'تعاتب', 'عاتب', 'اي', 'خصام', 'كلمه', 'انا', 'كلام', 'اذا', 'كلمه', 'انا', 'كلام']",Romantic Relationships,"**Romantic Relationships/Goodbyes/Mixed**

The lyrics discuss the intention to blame/reproach, arguments (""خصام""), staying up nights, being hurt by the other person, a possible end to patience, and the possibility of the other person crying later, which can all relate to romantic relationships. It also has a feel of someone about to say goodbye, possibly after a relationship has been through arguments."
إخترتك,"['اخترتك', 'البدايه', 'وهنبتدي', 'الحكايه', 'اخترتك', 'البدايه', 'وهنبتدي', 'الحكايه', 'انا', 'وانتي', 'ياما', 'واشتاقنا', 'ياما', 'انا', 'وانتي', 'ياما', 'واشتاقنا', 'ياما', 'واتغربنا', 'كفايه', 'انتي', 'واخترتك', 'البدايه', 'احنا', 'ياما', 'وانجرحنا', 'ياما', 'ياما', 'احنا', 'ياما', 'وانجرحنا', 'ياما', 'ياما', 'احنا', 'اشتاقنا', 'ياما', 'للبعاد', 'والشوق', 'نهايه', 'احنا', 'اشتاقنا', 'ياما', 'للبعاد', 'والشوق', 'نهايه', 'واخترتك', 'البدايه', 'وهنبتدي', 'الحكايه', 'اخترتك', 'البدايه', 'وهنبتدي', 'الحكايه', 'انا', 'وانتي', 'ياما', 'واشتاقنا', 'ياما', 'انا', 'وانتي', 'ياما', 'واشتاقنا', 'ياما', 'واتغربنا', 'كفايه', 'انتي', 'واخترتك', 'البدايه', 'ليالي', 'ليالي', 'ليالي', 'ليالي', 'ليالي', 'ليالي', 'ليالي', 'ليالي', 'طمنينا', 'واوعدينا', 'تبعدينا', 'ماضينا', 'طمنينا', 'واوعدينا', 'تبعدينا', 'ماضينا', 'هتقربي', 'وهتبعدي', 'وتعاندي', 'ضاع', 'محسوب', 'ليالي', 'ليالي', 'واخترتك', 'البدايه', 'وهنبتدي', 'الحكايه', 'اخترتك', 'البدايه', 'وهنبتدي', 'الحكايه', 'انا', 'وانتي', 'ياما', 'واشتاقنا', 'ياما', 'انا', 'وانتي', 'ياما', 'واشتاقنا', 'ياما', 'واتغربنا', 'كفايه', 'انتي', 'واخترتك', 'البدايه', 'احنا', 'ياما', 'وانجرحنا', 'ياما', 'ياما', 'احنا', 'ياما', 'وانجرحنا', 'ياما', 'ياما', 'احنا', 'اشتاقنا', 'ياما', 'للبعاد', 'والشوق', 'نهايه', 'احنا', 'اشتاقنا', 'ياما', 'للبعاد', 'والشوق', 'نهايه', 'واخترتك', 'البدايه', 'وهنبتدي', 'الحكايه', 'اخترتك', 'البدايه', 'وهنبتدي', 'الحكايه', 'انا', 'وانتي', 'ياما', 'واشتاقنا', 'ياما', 'انا', 'وانتي', 'ياما', 'واشتاقنا', 'ياما', 'واتغربنا', 'كفايه', 'انتي', 'واتغربنا', 'كفايه', 'انتي', 'وهنبتدي', 'الحكايه']",Romantic Relationships,"**Romantic Relationships:**

The lyrics describe choosing a beginning (""اخترتك البدايه""), starting a story (""وهنبتدي الحكايه""), longing and separation (""واشتاقنا, للبعاد""), and references to ""انا وانتي"" (me and you). These elements suggest a romantic relationship that has faced challenges, but the singer is choosing to start fresh."
أنا عاشق,"['انا', 'عاشق', 'عنيكي', 'السود', 'انا', 'عاشق', 'ودايب', 'دوب', 'انا', 'عاشق', 'عنيكي', 'السود', 'انا', 'عاشق', 'ودايب', 'دوب', 'عرفت', 'كتير', 'وشفت', 'كتير', 'ابات', 'مغلوب', 'انا', 'عاشق', 'عنيكي', 'السود', 'انا', 'عاشق', 'ودايب', 'دوب', 'انا', 'عاشق', 'عنيكي', 'السود', 'انا', 'عاشق', 'ودايب', 'دوب', 'عرفت', 'كتير', 'وشفت', 'كتير', 'ابات', 'مغلوب', 'وانا', 'عاشق', 'عشقت', 'الليل', 'بغني', 'الصبر', 'في', 'المواويل', 'انا', 'عاشق', 'عشقت', 'الليل', 'بغني', 'الصبر', 'في', 'المواويل', 'بلف', 'بلاد', 'وراها', 'بلاد', 'ابات', 'مغلوب', 'وانا', 'عاشق', 'عشقت', 'الليل', 'بغني', 'الصبر', 'في', 'المواويل', 'وانا', 'عاشق', 'عشقت', 'الليل', 'بغني', 'الصبر', 'في', 'المواويل', 'بلف', 'بلاد', 'وراها', 'بلاد', 'ابات', 'مغلوب', 'انا', 'عاشق', 'ماليش', 'وقلبي', 'في', 'الهوا', 'طيرك', 'انا', 'عاشق', 'ماليش', 'وقلبي', 'في', 'الهوا', 'طيرك', 'بلف', 'الكون', 'ابات', 'مغلوب', 'انا', 'عاشق', 'ماليش', 'وقلبي', 'في', 'الهوا', 'طيرك', 'بلف', 'الكون', 'ابات', 'مغلوب', 'وانا', 'عاشق', 'وبندهلك', 'تدوقي', 'الحب', 'علي', 'مهلك', 'عاشق', 'وبندهلك', 'تدوقي', 'الحب', 'علي', 'مهلك', 'انا', 'حبيت', 'وياما', 'هويت', 'ابات', 'مغلوب', 'وانا', 'عاشق', 'وبندهلك', 'تدوقي', 'الحب', 'علي', 'مهلك', 'عاشق', 'وبندهلك', 'تدوقي', 'الحب', 'علي', 'مهلك', 'انا', 'حبيت', 'وياما', 'هويت', 'ابات', 'مغلوب', 'انا', 'عاشق', 'عنيكي', 'السود', 'انا', 'عاشق', 'ودايب', 'دوب', 'انا', 'عاشق', 'عنيكي', 'السود', 'انا', 'عاشق', 'ودايب', 'دوب', 'عرفت', 'كتير', 'وشفت', 'كتير', 'ابات', 'مغلوب', 'انا', 'عاشق', 'عنيكي', 'السود', 'انا', 'عاشق', 'ودايب', 'دوب', 'انا', 'عاشق', 'عنيكي', 'السود', 'انا', 'عاشق', 'ودايب', 'دوب', 'عرفت', 'كتير', 'وشفت', 'كتير', 'ابات', 'مغلوب']",New in love,"**New in love:** The lyrics express deep infatuation and a longing for a romantic connection, focusing on the beauty of the beloved's eyes and the feeling of being completely in love."
مستغرب ليه,"['مستغرب', 'اني', 'هسيبك', 'دلوقتي', 'عرفت', 'اني', 'حبيبك', 'مستغرب', 'اني', 'هسيبك', 'دلوقتي', 'عرفت', 'اني', 'حبيبك', 'انا', 'ياما', 'زمان', 'قت', 'الاحزان', 'وتقولي', 'قدرك', 'ونصيبك', 'وتقولي', 'قدرك', 'ونصيبك', 'مستغرب', 'اني', 'هسيبك', 'دلوقتي', 'عرفت', 'اني', 'حبيبك', 'مستغرب', 'اني', 'هسيبك', 'دلوقتي', 'عرفت', 'اني', 'حبيبك', 'انا', 'ياما', 'زمان', 'قت', 'الاحزان', 'وتقولي', 'قدرك', 'ونصيبك', 'وتقولي', 'قدرك', 'ونصيبك', 'دلوقتي', 'عرفت', 'ازاي', 'تشتاق', 'وتقولي', 'تعبت', 'الاشواق', 'دلوقتي', 'عرفت', 'ازاي', 'تشتاق', 'وتقولي', 'تعبت', 'الاشواق', 'فين', 'الحب', 'زمان', 'هتقول', 'حب', 'هقول', 'فراق', 'هتقول', 'حب', 'هقول', 'فراق', 'مستغرب', 'اني', 'هسيبك', 'دلوقتي', 'عرفت', 'اني', 'حبيبك', 'مستغرب', 'اني', 'هسيبك', 'دلوقتي', 'عرفت', 'اني', 'حبيبك', 'انا', 'ياما', 'زمان', 'قت', 'الاحزان', 'وتقولي', 'قدرك', 'ونصيبك', 'وتقولي', 'قدرك', 'ونصيبك', 'دلوقتي', 'خلاص', 'قلبي', 'هواك', 'اتعلم', 'ينساك', 'دلوقتي', 'خلاص', 'قلبي', 'هواك', 'اتعلم', 'ينساك', 'هقدر', 'ارجع', 'زمان', 'غلطان', 'فاكرني', 'ملاك', 'غلطان', 'فاكرني', 'ملاك', 'مستغرب', 'اني', 'هسيبك', 'دلوقتي', 'عرفت', 'اني', 'حبيبك', 'مستغرب', 'اني', 'هسيبك', 'دلوقتي', 'عرفت', 'اني', 'حبيبك', 'انا', 'ياما', 'زمان', 'دقت', 'الاحزان', 'وتقولي', 'قدرك', 'ونصيبك', 'وتقولي', 'قدرك', 'ونصيبك', 'مستغرب', 'اني', 'هسيبك', 'دلوقتي', 'عرفت', 'اني', 'حبيبك', 'مستغرب', 'اني', 'هسيبك', 'دلوقتي', 'عرفت', 'اني', 'حبيبك', 'انا', 'ياما', 'زمان', 'دقت', 'الاحزان', 'وتقولي', 'قدرك', 'ونصيبك', 'وتقولي', 'قدرك', 'ونصيبك', 'مستغرب', 'مستغرب', 'مستغرب', 'مستغرب', 'انا', 'ياما', 'زمان', 'دقت', 'الاحزان', 'وتقولي', 'قدرك', 'ونصيبك', 'وتقولي', 'قدرك', 'ونصيبك', 'مستغرب', 'اني', 'هسيبك', 'دلوقتي', 'عرفت', 'اني', 'حبيبك', 'مستغرب', 'اني', 'هسيبك', 'دلوقتي', 'عرفت', 'اني', 'حبيبك', 'انا', 'ياما', 'زمان', 'دقت', 'الاحزان', 'وتقولي', 'قدرك', 'ونصيبك', 'وتقولي', 'قدرك', 'ونصيبك']",Goodbyes,"**Goodbyes/F فراقraq**

The lyrics repeatedly mention leaving (""هسيبك"" - ""I will leave you""), the astonishment of the other person that the speaker is leaving now that they realize the speaker's love (""مستغرب اني هسيبك دلوقتي عرفت اني حبيبك"" - ""Surprised that I'm leaving you now that you realized I'm your lover""), and the concept of separation (""فراق"" - ""separation"") in response to love. The speaker also expresses the pain of the past and now the heart is moving on (""اتعلم ينساك"" - ""learned to forget you"")."
